channel_id,all_comment_count,eng_comment_count
UCEWpbFLzoYGPfuWUMFPSaoA,137,110
UCEYlNI8wno2Xp7YUNdMN22A,31,14
UCE_0zvmu1pMYZAgqyjW6qsQ,24,18
UCE_BYUUN0I04cAmk1c40sTg,36,32
UCEakj6jI7jTklY8uOA4Tpig,60,53
UCEcLMPMI4b-pJpLrfnEvsvQ,67,50
UCEdvpU2pFRCVqU6yIPyTpMQ,32,13
UCEexyzp7gYKyCCt5IDuvF_A,32,4
UCEf_Bc-KVd7onSeifS3py9g,35,15
UCEf_IWYOziiG5XLx-Hl9A_A,33,6
UCEmAtcZ1COU1CE9pp_zX1Fw,5,3
UCEngNaaT3MS0H5EN7p2gXLA,25,5
UCEprB-U8g9k-IvhhxUGezJQ,29,23
UCErX4CQeesrYOs03fufBiHQ,22,15
UCEsXeMANIGwjoFgVcJ16QWA,66,12
UCEszEwlcXDgCxMfqHIpAZxw,25,17
UCEt1Ef_TQfkaEmjRmOWiFog,31,25
UCEtR1hAjm4M2yZxuk8-S8JA,116,86
UCEuOwB9vSL1oPKGNdONB4ig,66,32
UCEuiOszNd6msGgqsD0f9YAQ,12,10
UCEvthnNXQ2x_g1Q_OLtpF-g,28,13
UCEwd_VhwoyMnRAu5O8r0pzA,100,85
UCF-uUxo43IPpnEwnR62WGlA,21,21
UCF0-84qhSDVOq8i2I3jDVcA,32,32
UCF1iS7Bp9_hsQphNF6o8qwQ,15,12
UCF2pLTqtRYkFKv2u5Y5xOWA,25,20
UCF31eojFKhWQJviyMICWO2w,31,29
UCF7pSmWPyyKTXP9DxQ6KDUw,31,18
UCF9IOB2TExg3QIBupFtBDxg,37,35
UCF9OHrRasw-r4JcnBo4E2cg,36,34
UCFAeoB7W1iZe3gRg_0AJDLg,5,4
UCFBOYHkJJC-o8HHXRT9AQMg,26,24
UCFEpFpv82DGownPexhrpkZg,25,22
UCFIWUqnyVjeYUJVBW-1F5bg,29,29
UCFKqZCWb_6m43WZXl4vXQaA,31,13
UCFMkPeE8jiPirJMv9kttuIg,34,25
UCFN6lQpfY8XIRdhv9G-f4bg,28,24
UCFN_dQuFU6tXwVLXppqOwpA,22,13
UCFOK2D31p00E67zZQphDfKg,37,11
UCFPvnkCZbHfBvV8ApBBE0vA,27,24
UCFSJRBoQ2zwjGYLl6gEr3JQ,40,0
UCFSWlEpDBctm2ACzdU96YDg,34,21
UCFVM_zMWzOCMaQii3fCnCKA,22,17
UCF_ZRSDSX4DqY2GooDwX_AA,31,17
UCF_fDSgPpBQuh1MsUTgIARQ,110,67
UCFaSR7gUU39qJe-eDSiGY0A,34,29
UCFagkCTe3d4kFzLSBliNkXg,30,24
UCFdmd1JSZVHF2nCpudLfQDA,32,1
UCFhXFikryT4aFcLkLw2LBLA,86,73
UCFklhCzrv2UIVOsAEVaWzFg,41,7
UCFks_UAxc9zdWHAE75eWDDA,29,25
UCFmofUYwZd1Ibf_O3PF71jg,8,7
UCFtEEv80fQVKkD4h1PF-Xqw,4,3
UCFuIUoyHB12qpYa8Jpxoxow,34,1
UCFuq6XXJroQgEni1tvckmXg,15,14
UCFwS8sLuE4Du7VA_DDnhmeg,34,4
UCG10CJ-y-08b0DPQ1YQ345Q,65,45
UCG24bc5PU4ujXFlRe5gbRMA,27,5
UCG8Ek6j9-NW15qrCgJZdErA,28,25
UCGA2OgjW608QEaGwxA7aRTg,25,17
UCGBO6EahCqQSyXIws1MQdDg,13,11
UCGBpxWJr9FNOcFYA5GkKrMg,31,21
UCGBzBkV-MinlBvHBzZawfLQ,69,46
UCGDWEcTlImuSDo0_1P59rKQ,35,23
UCGJdzJQ3R1BpahSvcFq23HA,32,14
UCGNFqULihCOrP3-hOQ-rNEw,29,10
UCGPGirOab9EGy7VH4IwmWVQ,70,66
UCGQdOvu5tCRBTYA2niM69qg,33,22
UCGSPErEtUzPI4XIbU3fifiQ,65,51
UCGS_UGeS2t2HVqYx7r-L28w,9,4
UCGUH78bfJtJo6mqkSsWojgg,7,4
UCGY4QLnE_jyO1mao6oZXlxw,30,10
UCG_eo_4LsisqsSSkQMHGJGw,31,27
UCGaOvAFinZ7BCN_FDmw74fQ,51,34
UCGaVdbSav8xWuFWTadK6loA,25,25
UCGaotBFKgoaZamPb4sbEIYg,37,24
UCGfclwcB8i13_4tp_FJjqbQ,28,25
UCGfgKimGJ4yueKEtFVPpHtw,36,28
UCGgf_k1y-_d-4Eh922iCCJg,37,23
UCGm22n-02oom5R_1lITZyAw,25,16
UCGmcfA0BCjwIDVg3UvpxkxQ,8,3
UCGnjeahCJW1AF34HBmQTJ-Q,62,14
UCGomVNOsPDcNY8rhCbOV4lQ,28,7
UCGq-a57w-aPwyi3pW7XLiHw,38,31
UCGs1JjiRBEKMlVD4eUxJ2ww,26,21
UCGsIaIdB3eLErFObXcQRUqA,15,13
UCGsOxD9JEXYX20-mLWulREQ,6,6
UCGsYQnsvuTpWt8_mq-woDRw,37,30
UCGt7X90Au6BV8rf49BiM6Dg,32,23
UCGttrUON87gWfU6dMWm1fcA,33,27
UCGvbidYOdD8rH0LJlVmZb5g,37,4
UCGwu0nbY2wSkW8N-cghnLpA,62,48
UCGx_EAnpzRvVTwUUafJTN8A,22,14
UCGy7SkBjcIAgTiwkXEtPnYg,62,48
UCH-g5AQbCdDMtEmBtGXLXNQ,29,16
UCH0UL4tOI94XLOfK3gK82LA,7,5
UCH11eQQ-QyfppeMsQJU6fMg,23,19
UCH1oRy1dINbMVp3UFWrKP0w,8,7
UCH2-gDpyBkROtJV89J6o0tA,29,20
UCH4BNI0-FOK2dMXoFtViWHw,77,64
UCHB6BajpRntetI0g1g2jCiw,8,7
UCHCThmyZ-2yWkv0UVeBDdnQ,5,3
UCHCph-_jLba_9atyCZJPLQQ,35,24
UCHE7rAi1Fw1CBmQXFtvJmrw,29,16
UCHHfOQ4CA8JrtxpVk4-foDg,3,3
UCHOf-N-yRIHvcZpAcKnNIEQ,9,6
UCHPHV1vMBvc-hce4Z5xP88A,24,12
UCHPHVCq_Giziio_y8QEcHyA,1,1
UCHRx3w9GE3r-iqpvIKsTgeQ,33,28
UCHRxG4X0k8nH5tv4Vy2Jf1Q,29,23
UCHSOqo1eYLPaoY82fMs7_Rw,33,22
UCHUE4ypXKp7ZkmdWbGJNgJg,32,28
UCHXa4OpASJEwrHrLeIzw7Yg,63,48
UCHZfx2vngpEZuhybUux5K3A,37,12
UCH_9z5v40C6X9oF3sWzL6BA,28,24
UCH_eu1lvvxpgoFc2lVruhkQ,60,50
UCHaHD477h-FeBbVh9Sh7syA,70,60
UCHaoDjLMZLiH-tYB2jMMw8g,28,20
UCHiwMnZqF-6XkQAb2sOjaYQ,27,22
UCHkJ2mA6ES6bCl2JylZfEhg,29,2
UCHmPyPt4AkrU1es6kxk0OMA,25,16
UCHnyfMqiRRG1u-2MsSQLbXA,166,146
UCHpGOTBGfltnrLqxfJn6zog,58,49
UCHpw8xwDNhU9gdohEcJu4aA,6,5
UCHqjrJE84tmpT5VQS_CRJZw,9,1
UCHtrI4TzNgpka8t6WGfgbhQ,6,0
UCHy-NJupAkIDoOKFNRwlhjg,33,32
UCHzcS9Hm5dieyRWDMY-earw,37,33
UCI-Ho-GaKYbtMzXJWmWAsrg,35,21
UCI1aMrmoZtWyzSfvMewGwbw,9,6
UCI3H1FsjbdqGcLq93ZilV5g,55,43
UCIALMKvObZNtJ6AmdCLP7Lg,7,6
UCIDBp59M3O_n6tNnwUt9gyA,35,10
UCIEv3lZ_tNXHzL3ox-_uUGQ,31,27
UCIHdDJ0tjn_3j-FS7s_X1kQ,30,30
UCIIh7tXfL8z1QYGulViWEqA,2,2
UCIJ0lLcABPdYGp7pRMGccAQ,29,3
UCIJ7ElhHMlz9lKh8_-dh4rA,28,22
UCIJwWYOfsCfz6PjxbONYXSg,64,56
UCIKf6APAtIjhDOtJG4anPhg,10,8
UCIMasKY5YlgzcOmxVW4loaw,260,185
UCINvptL0z9VpYScsNIoup8A,32,23
UCIRYBXDze5krPDzAEOxFGVA,26,18
UCIWAwKP3_KcWned5aLqZHtw,93,74
UCIWPeSl1aL72F1NCuS4ePTQ,9,8
UCIWRaf6SYL0HLv6E5pdWv_g,26,16
UCIWZ1_W5BqsvW9fm1cYFPpQ,30,14
UCIan0GcAkqLmyl8qPbVpibg,35,0
UCIdMuFFD42OKezEDsxzYqcA,26,18
UCIqWFhsJm2VU1ZuGrZnx3Pw,48,35
UCIr4vkCsn0tdTW2xZ1jRG1g,23,22
UCIrgJInjLS2BhlHOMDW7v0g,25,23
UCItXVkLkMv3RbJesDZW0uYA,32,18
UCItvAkABoa1J19zujDySvXw,46,31
UCIvOUTuA_JHMv6M_wPQNxUA,16,10
UCIxLxlan8q9WA7sjuq6LdTQ,29,25
UCIxmWUbe4OZuMDJKIHKwwKg,28,25
UCIxqQLeV6GojXty2w-VTKWQ,33,26
UCJ-cqYmyR0-rIb0lariMs0g,55,40
UCJ0-OtVpF0wOKEqT2Z1HEtA,29,22
UCJ35n3ueAN0cWvQqKptu-Zg,2,2
UCJ9905MRHxwLZ2jeNQGIWxA,2,2
UCJAlfy5KCZRC2nkXUg2v1BA,33,1
UCJE19PFX3WnSfv1ikk8USnQ,26,18
UCJEDFSxHHOW1PpBccdSxOTA,12,4
UCJIOFQLGwB3GH9K9waxwynQ,39,26
UCJIfeSCssxSC_Dhc5s7woww,37,33
UCJLLiIBagfrXxfcxcRPg24Q,32,31
UCJLMboBYME_CLEfwsduI0wQ,30,25
UCJPpE22GR3Tt8TJQmFtQjwQ,36,33
UCJQJ4GjTiq5lmn8czf8oo0Q,33,26
UCJS9pqu9BzkAMNTmzNMNhvg,113,90
UCJX8Wn6opMsBng3QWh0dK6g,35,23
UCJXCxy_RyC0GeRhs-2f7J4A,30,24
UCJYJgj7rzsn0vdR7fkgjuIA,27,27
UCJdxm_w7Yqu-IYOCPfxEgiw,26,18
UCJgDzk8RDB_gSsn0ZGxLODA,149,95
UCJgOIRUdsXtrC-1-vgwmy0A,13,5
UCJhjE7wbdYAae1G25m0tHAA,32,19
UCJi-1q-Z7Lf8QKCoprR2K2g,30,4
UCJjAIBWeY022ZNj_Cp_6wAw,13,11
UCJm2TgUqtK1_NLBrjNQ1P-w,29,29
UCJm7iNPKhW7JzAP9PqMc_qQ,37,1
UCJnGGTaVKui3OAST9yyXxOg,28,21
UCJnS2EsPfv46u1JR8cnD0NA,33,25
UCJs8b2zNCCnowE051wnCqIw,34,26
UCJsUvAqDzczYv2UpFmu4PcA,61,49
UCJswRv22oiUgmT1FuFeUekw,71,55
UCJublDh2UsiIKsAE1553miw,22,19
UCJvBXBYPWE1aIlrM0r1Ilhw,81,74
UCJwKCyEIFHwUOPQQ-4kC1Zw,20,17
UCJxAxCEFg4wRnZYZNL7_1uQ,29,20
UCK-0srt5hdY5m6Zos_NlJZg,29,28
UCK-6FjMu9OI8i0Fo6bkW0VA,61,58
UCK-HHyVCfKYzhxVOJgBt73w,106,86
UCK0igYivkzd0isz7oDPqVlw,4,2
UCK3emrAY8KxtR1EffQxCWbw,27,10
UCK4_MNKAJ_9K5Bsi-3-S8VA,27,15
UCK4iZRo3rgsG4OuBycWqy1Q,5,3
UCK4zwu2xhfZlMj29323xisg,30,22
UCK5TFZ9yB5aAEuAjbv1i_GA,32,22
UCK5dwWFmB8zqyhDfNgM5eXw,29,15
UCK70H_67YRgeA513ZHA2TIg,211,136
UCK7tptUDHh-RYDsdxO1-5QQ,34,32
UCKAh1Uk07JcGld5QGXbsnHg,24,15
UCKBpKeRhhCQOQwbPz4aYZWg,30,26
UCKEhjc8fonQQ0mZWw3LO9SQ,32,5
UCKFjNynYRgDfnSIXzELPqTA,41,36
UCKHaKEGaQeoG7MwUuF1BP9Q,3,2
UCKKf2Tvw0Xqz6RfzTI2dTpQ,27,21
UCKQECjul8nw1KW_JzfBTP1A,13,11
UCKQKIY2YlI4L5QVg7hhfjrQ,35,14
UCKRGpJoQmyzM1VvAPdBkefQ,30,22
UCKUtLtLprzPOdd83lSNfQpw,3,3
UCKWaEZ-_VweaEx1j62do_vQ,107,92
UCKX8qlNu2v4m0bCkhd7jicA,29,20
UCKZbgzsJ_XsgGevLAKI1DwA,32,21
UCKZo4N0lVPccBkSiuyVh4yg,28,28
UCKcukj-n3-kUJ5u59L-bwgg,2,0
UCKfak8fBm_Lhy4eX9UKxEpA,36,34
UCKifE11pFr_y43x0mwTJPxg,9,7
UCKjxLqQ4kludVPBo3qp-zkA,13,10
UCKmmERguliWTynG9OIoDhDw,68,62
UCKqZLmcDAWqDyyXUfYNNpVQ,26,1
UCKrwS0ZZNYdTJaP5pj7kZcw,27,19
UCKsP3v2JeT2hWI_HzkxWiMA,33,28
UCKuSDqgt_rrBwvtc7CxSTeQ,30,18
UCKvKjZ3l9azWz4F49q2R3tQ,74,47
UCKx71st3-lSiQFX91CEWTAQ,28,2
UCKxAfFTFQFYJrwdCl4PlGpg,32,26
UCKyFqIO2OXPEHKopzWsbUpg,59,33
UCL5bAcVfbxSAs-UM5f5ncWg,63,59
UCL5eiGK1f0A-DecaBqq5emg,27,25
UCLBdKZf1_rsO2euKzGNIOmw,41,38
UCLEJtcaMQePVD5N8VD8JsfA,27,1
UCLEQMN2aaUD9VfBVPxG0IOg,20,0
UCLFDkgBwHbF0K1lDYylMNLA,30,26
UCLH7qUqM0PLieCVaHA7RegA,11,10
UCLIPBZ6XQ4ldx5cDWNsAvkA,34,27
UCLRGBPzHDwQp2807cEfY-8g,28,20
UCLScOxXQZt2GQN5a7-vCDlw,25,9
UCLXo7UDZvByw2ixzpQCufnA,89,84
UCL_f53ZEJxp8TtlOkHwMV9Q,33,28
UCLbidg2ZT49dWrxDkwNKr0g,35,34
UCLdP3jmBYe9lAZQbY6OSYjw,29,27
UCLjFj03yrdSd2X4Uqo7KXSw,37,34
UCLjwRB4r2aZOAo-ftaWvP5A,29,14
UCLo2De1CJ5SThUJWNXRYafA,13,8
UCLrpwrZvK9Y1wiMzmM8-fyQ,31,24
UCLtKBD5l-TqKoo7ThfmN7Wg,59,0
UCLuBF4Xr1-BIpcpFFm7zp7w,64,17
UCLue5AhDOIpePYzlc3rOVVQ,25,16
UCLxAS02eWvfZK4icRNzWD_g,75,34
UCLxpvEHi22zim8PqIwPmUog,36,27
UCLz7LG4YVi7_iyk4yOARcxA,44,36
UCM3LabqNUxXYmtz7bVyssmg,1,0
UCM4-RGiG2y5KLqXooyeQZbQ,24,2
UCM4mUayOV-yfqPNzePbHKsw,47,37
UCMAwcc6Jw0T1WCAoGMVC58w,31,26
UCMCYod7q4bZE6LSb6ih-03g,29,10
UCMFSTAyvpl_yBXmq6JPfhBQ,27,19
UCMHQoiq6PnPWb_gGD6eAQEg,33,22
UCMIige08YvBqwzDP3A21-bQ,26,15
UCML61jCX0-7o72iwHOL6RRg,32,17
UCMLtBahI5DMrt0NPvDSoIRQ,32,31
UCMRq9ADyETX-Touo4Srph5g,37,36
UCMSIDB9jvhqBKby2qk6E4VA,169,99
UCMSYZVlQmyG8_2MkIKzg0kw,71,66
UCMSsLqxqvZsNXi0Z-VjN89A,108,98
UCMV3aTOwUtG5vwfH9_rzb2w,32,27
UCMXzc5fADodNEdkSbHXZlpg,32,29
UCMY7ZvLB6-DnuSis_2s37_A,4,2
UCMZKdoqSDUebdreRb3X7lQg,18,16
UCMaxiD_ESHEN0UTWUP9Ctcw,37,15
UCMbZ2K7h0_tbe5j_yuVTutQ,32,13
UCMdClt8h3DnVbvhQvnUJTGQ,23,0
UCMgOduu7dMS9Jf1iqWZkdcw,25,0
UCMhDk2qIKoE7bVht4GeQ8Lg,24,21
UCMiJRAwDNSNzuYeN2uWa0pA,358,305
UCMljRGC0eBJrxbUorWEnasg,23,23
UCMmaBzfCCwZ2KqaBJjkj0fw,28,21
UCMrpRnyBJhgVBy3rm0K4P5w,24,24
UCMyOj6fhvKFMjxUCp3b_3gA,27,19
UCMyvAwiQAJtEDejYJMEz05g,65,15
UCN3-BVMnr44LIUheSuppw1A,27,13
UCN5qpJ_OZl53SfMbVPjA6sg,13,8
UCN6sm8iHiPd0cnoUardDAnw,26,3
UCN9ODImqfJNCdSR5xn0y5FQ,33,9
UCN9v4QG3AQEP3zuRvVs2dAg,80,70
UCNAf1k0yIjyGu3k9BwAg3lg,23,19
UCNGQAOewHhn7YDWNRe4HZ4w,30,3
UCNI0qOojpkhsUtaQ4_2NUhQ,36,32
UCNJVgykdTLVwZemG_O6xDMA,6,5
UCNRW1846nhED2nBdOSAKteA,31,22
UCNT2e7Og56vm5_V-yJWvglA,555,419
UCNUFterLJ9vpFZZ0try7sLA,14,1
UCNU_lfiiWBdtULKOw6X0Dig,91,77
UCNXvxXpDJXp-mZu3pFMzYHQ,30,27
UCNYNFzgjIpJivarmlU64zag,34,0
UCNYi_zGmR519r5gYdOKLTjQ,32,3
UCNZR5xt-HQ61DhBX6r6rXAw,27,9
UCNjfNLnQYbjBEvnS8KFuyGQ,1,1
UCNkV2_eCEfIAlsbyZk5A_Cw,28,14
UCNqFDjYTexJDET3rPDrmJKg,167,97
UCNttUtm9vloDjo-a2jqkoNQ,57,46
UCNuU4q4XLKyqAHQ3-zwHIkw,11,10
UCNvzD7Z-g64bPXxGzaQaa4g,75,65
UCNxbq2vWbmXQeyZPGYTnT6Q,31,24
UCNxneBe-udYnjmbDH9ci3pg,30,28
UCNye-wNBqNL5ZzHSJj3l8Bg,67,59
UCNzul4dnciIlDg8BAcn5-cQ,58,34
UCO-s9MFWm8ghwrcYIMAjDSw,58,40
UCO0akufu9MOzyz3nvGIXAAw,100,95
UCO1DThVnaSypdruQ643LOPQ,32,19
UCO2x-p9gg9TLKneXlibGR7w,20,18
UCO4yGJQP1HwMgBvV7riQnlA,25,7
UCO7V9rAiuAwh1NpEKDb81ew,65,55
UCO7ZQFQwhKsxj7WRqDHYfmw,25,15
UCO7iqpYcqmeRz0my_who9kQ,24,9
UCO7kefTlpAAHoRYh-ZKtfSw,63,33
UCO9LAygES40mbxPFvwkaOMg,38,25
UCOFnyQHIQJcEfd7HzqLy6eQ,7,7
UCOLh1HRogA04qOUZRF9g_wQ,59,35
UCOMxE9nQ50SOIZs_TcKek4A,34,30
UCOOIAv87GGLWNn6Zl_Rettg,86,69
UCOOlawtxwYTq1MZ0Umoy6fA,30,25
UCOT2iLov0V7Re7ku_3UBtcQ,24,20
UCOVhkH1fRrx6vP8HgVT1P5g,15,6
UCOYBaRNdosHLQvIZc1DNHDg,22,19
UCOajpsI8t3Eg-u-s2j_c-cQ,29,26
UCObb67dO5Qlzt28WfP-IQwQ,25,2
UCObs0kLIrDjX2LLSybqNaEA,28,25
UCObsREXyFhKMS2oZikEoVnw,26,26
UCOdGcWvT_3UHSd0oUQnau4g,2,2
UCOf6yoHjR-ERxZZpfjWvpvA,47,6
UCOh01Sv2bdi_hjci9tOH7Mg,22,1
UCOhtMAg7xh8wv_wUHMgFc-Q,37,17
UCOj9WICwHqV_smQj-ucj1AA,30,19
UCOk2CgtW_euf-9w34fnYQnA,31,29
UCOsATJw-IZgqGT8MFrHjKGg,31,27
UCOuP7ygJSo3qEV8VoUITbhA,28,26
UCOutOIcn_oho8pyVN3Ng-Pg,1,0
UCOvOXLATfCrOJmAYaO4mRBA,61,16
UCOvtqjHNCBjDoOFtBPz0GFg,15,9
UCP0_k4INXrwPS6HhIyYqsTg,32,25
UCP15FVAA2UL-QOcGhy7-ezA,25,0
UCP1iRaFlS5EYjJBryFV9JPw,31,24
UCP1pFvd3OF_MVCddBcH8Uww,28,15
UCP5tjEmvPItGyLhmjdwP7Ww,61,53
UCP6HGa63sBC7-KHtkme-p-g,37,14
UCP83iCyLq0Q5VdaQKp0r7kg,9,7
UCPCoaKCeqmWhCwCH5Ht7dQg,18,15
UCPDis9pjXuqyI7RYLJ-TTSA,96,75
UCPH3Oz99Y_jrVBCQMjQZNSg,33,0
UCPHEZwHCdwWohY7axruy4gA,28,4
UCPIvT-zcQl2H0vabdXJGcpg,375,209
UCPLfrdK84czJXYf6QA7OW9A,50,17
UCPREnbhKQP-hsVfsfKP-mCw,31,1
UCPT5Q93YbgJ_7du1gV7UHQQ,24,9
UCPc9yOXlAFXcLILa104ZEKA,63,49
UCPg8tOgxZRzzcxpVuC0HtrA,63,43
UCPgNUJA2GO2uEKx60hKRcOw,23,12
UCPhADRTIwDxB0vVSU33CijA,21,16
UCPiretti8qKVskv5a_T9vtA,24,14
UCPk2s5c4R_d-EUUNvFFODoA,289,221
UCPk5EdfTqVkEzDQ89FeuOgA,19,18
UCPotnGNahFjLWjfsq4KYvuQ,263,141
UCPrbh_9pghzmzkI1wJJRv7Q,3,2
UCPuI6BuxfLHN5si8lFroQPQ,33,27
UCPwAIwQQXw-YqEvhmcNh6BA,26,25
UCPxKnXgokkBNCFaSkdy44FQ,7,4
UCPy-vsBDyrEu3I3DJRUuvyg,56,42
UCPyd4M9Zj3YJ2IZKkVtHATw,31,23
UCQ137sJ-dtlU-r5EDgMEPzg,31,13
UCQ1O4XEUMO3_dYEYRvGQPDg,23,13
UCQ2sdgDhkSrVLYwfTUVw7OQ,2,0
UCQ5DkUL8c_vbflfQ8LRsCIg,32,29
UCQ8lmvvnyY2VeYebKOR8xLg,28,19
UCQBJsCjbtlyTZos8U1wqzgw,5,4
UCQD-0MjUbDBwm2UTVYr0Dag,25,23
UCQFYC_kwJ_FSs5UvZryzDFQ,27,12
UCQG3G4I7saIZIKxwYp1tqTw,53,33
UCQGCVWoMtVmYt9rDsOFFSHw,8,3
UCQINXHZqCU5i06HzxRkujfg,26,14
UCQJOYS9v30qM74f6gZDk0TA,28,14
UCQJoT6HfpDIc_A75RLWHGuw,13,12
UCQLJFXhxbl5SMfcGZSnURhQ,29,24
UCQNqdaEMfiiNxTiqoyk1dtA,28,16
UCQOidFKQBMvLXk7PxGBXWyA,25,16
UCQVwn0HNVFhg52-8ln0WJSw,36,19
UCQW2mxSiyhvpiGDHBCgpTJA,2,2
UCQWnytHKeJEHXh85rC6tW2A,35,28
UCQWrlWwNsMvvurG5HXXWLFw,26,20
UCQWsAbnIFxAP-jQQfM_oYBQ,43,37
UCQXHTFnQYFTqN0MqmNh9EIA,67,54
UCQY4My_4PY17PWsN89hZHLw,39,26
UCQaSOYxjm4rzOvWj3hO3RIw,67,55
UCQfEbxZRyIuNZ6WpxsC0FKQ,9,8
UCQi67q4kGdmnJaRzX81uK5g,27,14
UCQjTRnvho8S9ddlEvgQy_kQ,33,9
UCQtW2oz8ec8pHjjxawujNjg,56,34
UCQvZD_M4nzOSyrPx0LfgOmQ,33,0
UCQxTL5uhg3jYRakna8CvJ5g,7,7
UCQxbkY1l9orvoMLv04pCOcQ,63,54
UCR-C3qlUdtgYFgPF8rM7Fig,33,5
UCR1Jltq7vMzGQVtRd-DR5AA,29,15
UCR1RfXOHsYfx5hVYtt8RIXw,37,30
UCR3j6-3GD6aGV-LeUMRBc6g,21,0
UCR3uO1rDJsGLbSUtfUyuCKw,29,8
UCR8NsuqnMSWNQoKihSCdUcQ,26,5
UCR8j9H0ZiLbww8_U2iDKISQ,12,5
UCR9NuNwCUIhMOLUQnLN7_WA,25,21
UCRHBpvcASQs852H0t4mt1zA,37,31
UCRKOv7wEWoEaQhsT0adfyQg,31,22
UCRQMZQ0R561looJMoxPmRoQ,18,11
UCRRr_xrOm66qaigIbwFLvbQ,34,31
UCRVsqvXIdgyPVS-a6fGa1lA,12,11
UCRVtlcqayOmyuLIDrT3ng1w,30,24
UCRdfhTdKpGtJg-QIuAIND8g,33,28
UCReBxgLlq_Bim6hRmKn-gxA,28,20
UCRgQkscIizzXbStAeuMWLSA,31,23
UCRgn-SAQZa4I41zLH03LoOQ,13,11
UCRijo3ddMTht_IHyNSNXpNQ,218,166
UCRlICXvO4XR4HMeEB9JjDlA,30,28
UCRp02OXHKJchXN0ph85MQWA,25,1
UCRpNVpZoW56rOsV-6wFK3lg,30,22
UCRrlRjsRafOBheGLX02dJtw,38,27
UCRvPS-dk5CHwUb090JJPQQQ,15,14
UCS1--ycUQWjD8X6ohewmqBA,26,17
UCS1VnI5YDRsVXUAqVaS_O3A,23,5
UCS261lQDXjMvc8Jck-2CQEg,33,9
UCS4jPUCax8d3f-uke--YXXQ,50,33
UCS56r87Y7q1SrAB-42brE-w,133,30
UCSFDaRqTfAhOLhtvFPrAltg,28,0
UCSNX50LYGXWV_e5UWZGPGbw,11,10
UCSO2Hp9UYEEVjIQMD-X6-vA,38,31
UCSOfUqPoqpp5aWDDnAyv94g,40,24
UCSQ0byICE78DEDa42Ls5cmA,30,21
UCSUwTmHIP_rlCTZeQW2oiEg,26,0
UCSX0NhNdBA-ZnEFkYFzdw4A,25,20
UCSX5Gk1UvlYWYyjeVZFnp-w,6,3
UCSbgR_d3CJkhvulX2kgt_YQ,30,23
UCSe_yLDK6KSBm5cTlZ2XdLA,23,11
UCSf-NCzjwcnXErUBW_qeFvA,33,26
UCSf0s2ogUVYpJPuzW1zpAOg,39,11
UCSfX2TUPfxMpE2D2K1-ZZlw,16,0
UCSfwM5u0Kce6Cce8_S72olg,37,0
UCSh8pITCV05dOdF8MLTLpQg,27,12
UCSiBSzeyA4vlNzhOO6K7XSg,33,20
UCSiJnHenG76bZLxLatGoMzw,36,30
UCSillZr7X-5u-j_-ps_ijqA,29,22
UCSlEdyj6I4TX8mcGwL8rVlw,30,13
UCSmducBRRUqk-wAZthstM0A,61,46
UCSqqWfEwyODjgFmraGhrYjw,32,17
UCSrwhbt5DQZgTRnlPZ7EwXw,51,21
UCSvkZ_Hw1leaP7gzVZ05NCQ,10,10
UCSwsyQ0LO0GoaoMpfQ1Jrow,24,8
UCSxfEEEi6IAvnPrFeiqIlcA,30,23
UCT-VzthVAM_4ohDdKa-BbXA,27,22
UCT-nPlVzJI-ccQXlxjSvJmw,1,0
UCT09qC2vwlbJvofZRIdLalg,26,25
UCT6Y5JJPKe_JDMivpKgVXew,32,30
UCT9lB1HNkTa41ws-G2tGwXw,33,28
UCTD4oc298b3EvUNzmQVr6oA,37,20
UCTDJ9osmaIty0MVkUZymVmQ,38,32
UCTImEHaYGwXVlg2QaEVZ76g,28,14
UCTIuq_z-X16CwAtAiEYrkTQ,54,20
UCTOoRgpHTjAQPk6Ak70u-pA,9,7
UCTQ3lexv90TMg-H2DiY_SCQ,16,11
UCTQVIXvcHrR9jYoJ6qaBAow,30,5
UCTTQ9EBEG9LwQdgRKq_vBMw,27,10
UCTTfeKDGCqxot-KfjHptP_Q,24,21
UCTZmwwn0Wd5YsAxw0NZzyJA,20,9
UCTbKSzEamYTYYY_c2yH1fEA,56,27
UCTdMhilGQIL_Cava5S5GriA,33,26
UCTn59lPgFtcfdlajcGPmosw,39,1
UCTpmmkp1E4nmZqWPS-dl5bg,63,51
UCTrAO0TDCldnYUN3BkLmGcw,407,344
UCTu7N4-YzpGIN6Ftsb0QeGA,42,32
UCTyC11PsbR-CMXSG9M1na1g,32,16
UCU-v9qUrjMN5jsa5wO2CBIg,27,23
UCU0k21RR-k7Zxil6KMs5nsw,31,28
UCU0zC0L4o0qOos83NLhK5ug,63,42
UCU5AbNuMPGB491GcqXuzwKw,34,22
UCU5JicSrEM5A63jkJ2QvGYw,35,0
UCU5eV0c0SE0TMXrV8P94jAQ,86,68
UCU69ROL7juUiTZVs5PsN55Q,95,73
UCU6NYyAUa60rTABMxBhOVig,31,1
UCU9pX8hKcrx06XfOB-VQLdw,27,21
UCUBIrDsIVzRpKsClMlSlTpQ,23,0
UCUBSTJf4MSrnohk1Ghc4Pcg,16,6
UCUFJO5h2NuvCykRJUIkd7oA,31,23
UCUHW94eEFW7hkUMVaZz4eDg,66,59
UCUKxvWVo8lmRXkbTOkqUhGg,33,22
