channel_id,all_comment_count,eng_comment_count
UCUL5z6KvrvcUrH7YVW60l4w,28,9
UCUNkaUjhRArzU4Tm_TPSDlg,31,0
UCUQw5JQgxAXcX1SvixOIH0w,29,11
UCUTOwFZ5grVnUMvvleA_JMg,21,6
UCUVa51UA_690sEKyRbHb-5A,35,22
UCUVmgle4npABEDrp0M3W5Ig,31,21
UCUaT_39o1x6qWjz7K2pWcgw,66,18
UCUeqBmTJuzo6Tod5qr_Kt5w,40,17
UCUhFaUpnq31m6TNX2VKVSVA,35,28
UCUmC7gXciukRv73CQRQ5QGQ,27,13
UCUmGg8gWrksbMAE_jr5tbjA,14,1
UCUmV8nJBzRDj0a7G0EQdDSA,38,32
UCUrkOmXvcHOX4A1ratGe5Wg,24,21
UCUs8sGiP4avNaYNVO22INhQ,21,16
UCUtgTKF1KW8JeN6-kFOSwmA,29,27
UCUvvj5lwue7PspotMDjk5UA,60,58
UCUyGEgRT5nv7BawQc-_jOSw,30,8
UCUyrh2YiYgrZKbU3JILXKyA,32,25
UCUzqqqpY_kYzcc4rAHTt1iw,68,50
UCV-yCAXMS-nWrHtORuDfSuQ,27,22
UCV4c4hulnbuVPm-mjd3AFjg,38,11
UCV98XLgRrqS7ZvoWjmBb1Ig,27,12
UCVAYy7_zddIx6USjXscV9Vg,33,20
UCVH50QVYHQ1W373tNpOqKrw,10,8
UCVHxJghKAB_kA_5LMM8MD3w,30,30
UCVLbzhxVTiTLiVKeGV7WEBg,2,1
UCVORTRHbXA45EHTCK8i5joA,28,5
UCVQJZE_on7It_pEv6tn-jdA,259,219
UCVS0xBpOtXBAl12rdG67-OQ,35,29
UCVTQunGrE3p7Oq8Owao5y_Q,29,29
UCVUgjaDIy2i2LP4Dw0fCYJw,28,24
UCVWf4JNrMuKz3Ugjb4dP7TQ,60,49
UCVaQwUU0NLkBeO6m7_j2U2Q,42,26
UCVbBtdw-_SCqGDs6-_awaDg,33,22
UCVfwlh9XpX2Y_tQfjeln9QA,64,52
UCVjWIUtdNizm-0eFyzhAj0g,51,16
UCVpWDEFirsEfz2WGJMVd4mA,62,57
UCVqcIL9ver6C68f_q6t4kMg,29,27
UCVrEHNmwOcTM85daIG6PSVg,32,26
UCVujWH99XzUbQ_re6leOdPQ,23,19
UCVuuI7QB8ViizzVAH3L_H7Q,28,22
UCVxR8M2OeHf4BdKzzzpz83A,29,7
UCVxczb2wUx9sVWXT2OHAN6A,16,15
UCW0xEGHTgwZVhXGLVcDoEOA,35,26
UCW2VhxXe5jfPShIE8vz4Qwg,11,5
UCW39zufHfsuGgpLviKh297Q,64,57
UCW3otcZucyNZvzmFWd0VbtA,33,28
UCW4kB4e8hD1n9AxEEHaI0rw,26,0
UCW5677agcbt6lqj5RZnZLtw,27,15
UCW5BaXolL-jh1wAmZC78leQ,38,27
UCW9CXYyHdzI0w8icz4gHi3g,28,26
UCWBWgCD4oAqT3hUeq40SCUw,476,376
UCWEK3RhJB-BkdMZ9fiROVAQ,21,14
UCWEPVo6y9qm3AtG7E5fGfkQ,29,13
UCWGsC1q1o7iZ-4-fLGHop0A,32,20
UCWI-ohtRu8eEeDj93hmUsUQ,102,90
UCWI1AJmkMm_sbTX_Ps8gQAw,154,102
UCWIgJLwHx4jNOtpHQD8OiBg,22,20
UCWOA1ZGywLbqmigxE4Qlvuw,66,56
UCWQDQW0N86BCduhPtXUFXdQ,30,26
UCWQrSQ0wJ3oZshXsZcl_Srg,64,33
UCWS-W2jeV5Sua4sLCB7S2mA,32,23
UCWYs4KqAdayj6oTAYVKDplg,26,21
UCW_V77YU0leiI2LaCB2DCUw,22,19
UCW_X3-IRNdOl9vrZ-zGthlQ,22,10
UCWaOde99oeUVoXbIj3SNu9g,61,19
UCWasbqA48hH_MVnxnloiwEQ,35,5
UCWf64R6hBTDiMBQVpMB_qvg,32,25
UCWgaeTtHCcp-vl7Dc4f1NwQ,27,21
UCWk_6kgfcNwWbVUdq34QMSg,23,12
UCWo4IA01TXzBeGJJKWHOG9g,2,2
UCWv7vMbMWH4-V0ZXdmDpPBA,168,138
UCX1Hh7CvEc3RCUd4NRBWJMw,27,21
UCX5qMbq8Y9h9TOdFhKUhkrw,99,82
UCX6OQ3DkcsbYNE6H8uQQuVA,32,9
UCX6b17PVsYBQ0ip5gyeme-Q,613,513
UCXAQAJ2DNbuk0_XVG4X8b-g,24,1
UCXDPZNH-eEXtrxr5Ert1LWQ,33,7
UCXIJgqnII2ZOINSWNOGFThA,130,109
UCXIKbPYyn91yEIRnsPvt51A,28,26
UCXJH_apV_2TjktPkGwkg0Ww,24,12
UCXJniNhLPJSeYXAfUzexHSA,109,80
UCXOSzGyN3EPZfKE2hujeIYA,30,19
UCXPnZDZY9puB0kIrX7hGXIQ,26,2
UCXUH2dmTnXMSxmJfp4-LT8A,34,12
UCXUJJNoP1QupwsYIWFXmsZg,31,14
UCXVWREy73z87S9LMBnex2gA,16,3
UCXWjM0L5apQKHu8-YQoihvA,26,15
UCXXvOMN_74Jad119ybNce8g,65,46
UCXZTnzvoL4X3saPYsfLwxuA,98,88
UCXbQFmkRRipuQ902JBq1ckg,5,3
UCXdtwY5TaRQX9qzTwBmzAQg,33,19
UCXg4rJUbDP1IP3TmZ9KDpJg,34,19
UCXgoURISTjifYA7CG55xpkA,89,66
UCXgv6qemwooHi71a7-htxAw,34,1
UCXqlds5f7B2OOs9vQuevl4A,116,69
UCXslS997yoJ1w9ZZTCh0Img,30,28
UCXtCobcQRbIk-_sPSJUXzmQ,33,13
UCXu3Qcw018ZNU0qJ3hVn9mQ,36,33
UCXw1ddyrUmib3zmCmvSI1ow,50,43
UCXylA9BrLQzaqCR0wNH_nwQ,30,7
UCY5NDinr2975LghozXAeTWQ,13,10
UCYBARVyitZWkFKovnC2jf2g,23,21
UCYDQnAs-0zs8m-s6BMSnehw,35,0
UCYDVFfp_AN1WBiNwaf9522w,332,300
UCYF32kNlU1t7Q0PedXktyzg,10,5
UCYI_ychRnL7sJrG6PUSBpQA,31,27
UCYJo04cZFlwL3XNnJ8aYtTw,33,1
UCYMA5wEYOl5etySIpDWaNwQ,27,2
UCYO_jab_esuFRV4b17AJtAw,34,29
UCYSMmZnOy9LEy5jhEgMyddQ,33,25
UCYUPD1QyZStSkdRvG9FPQ4A,33,24
UCYVuC_glCfB-jgc0w1O3EDQ,1,1
UCYWIEbibRcZav6xMLo9qWWw,33,31
UCYYUGTG__Kc_4RBhv7FEolg,39,36
UCYb6v1AlX6prKl83DswM5iw,27,25
UCYbFCdcMfA68ZvJO__zTUjg,29,18
UCYbggI6qVceWa1_1dfH0hMA,28,17
UCYeF244yNGuFefuFKqxIAXw,98,85
UCYenDLnIHsoqQ6smwKXQ7Hg,31,26
UCYgL81lc7DOLNhnel1_J6Vg,82,66
UCYoKN0FOSrHo1qf4ZqlM2CA,25,8
UCYzEMRKqrh01-tauv7MYyVQ,19,15
UCZ-zUkkdNTYAYDgkDyeb_hA,26,12
UCZ3B62fbP1eBhBEEoH0YxZw,34,25
UCZ4AMrDcNrfy3X6nsU8-rPg,180,159
UCZ9JyVqKfccAyY1v5kc47-w,65,22
UCZAc6j2gnLgbVtvZ9F_biQg,31,24
UCZDCkQWcA3fh8rvrPXUb16g,34,29
UCZFMm1mMw0F81Z37aaEzTUA,34,10
UCZGQTIY_ompQk2GeAhRpy2g,21,12
UCZSKX0Sp81Btp0taUTS7CAA,13,8
UCZSlfzadjnw7G419c_OJ9eg,99,73
UCZT6sGZLgx345xFuvSWxaoA,23,17
UCZW5lIUz93q_aZIkJPAC0IQ,35,16
UCZWlSUNDvCCS1hBiXV0zKcA,30,27
UCZYTClx2T1of7BRZ86-8fow,212,189
UCZ_sh7Adgm6BqnnK3elBErA,61,33
UCZaT_X_mc0BI-djXOlfhqWQ,54,47
UCZbDycYPRMKxFiEeBTAcmnw,72,61
UCZdrY6BQMhjUdHX3moWVKWw,23,1
UCZgt6AzoyjslHTC9dz0UoTw,35,27
UCZiCgb0Ci1jDfNw9sbrHNUw,12,0
UCZnIrAaCCofirZ8xSC9jh0g,25,3
UCZobTxGcMQfWEJ3Di_bYycw,30,26
UCZpvLeZDtm8mmmvwgBrNVyg,77,50
UCZrXbiKCUkRNd0Dgn3sDXqw,25,25
UCZtoHl1p6R6_iLm2yjA9gew,31,18
UCZvoUuniFzmOjfBt67lNsEQ,25,14
UCZw2iqBZShBxWy8r1fwqP8A,23,15
UCZyoOijdUvzzd6xyRwac9CA,9,7
UC_0vAivjbJUH6RShuK8h5Mg,39,25
UC_35hRJlT4PEmvFCcU6l_3Q,63,48
UC_7QMZFw-6tCGRfvFOlogNw,33,2
UC_7vFlErTHxVD-IFNB-BFCg,29,29
UC_976xMxPgzIa290Hqtk-9g,29,19
UC_DtZXGLt74sv8EV1Covp9w,28,19
UC_IRYSp4auq7hKLvziWVH6w,28,22
UC_OJauDTr39a7rF1hvqnWIA,57,49
UC_Qcjmf7vL19BYW_bHYSfAg,31,16
UC_RovKmk0OCbuZjA8f08opw,32,25
UC_ViiQBrIqBK6Jd2fs8UU2w,53,15
UC_aEa8K-EOJ3D6gOs7HcyNg,67,33
UC_bXJnsgwOqEPA_-6N6faKw,19,0
UC_fFL5jgoCOrwAVoM_fBYwA,23,14
UC_gUM8rL-Lrg6O3adPW9K1g,399,357
UC_hr4utPQ2Y59Y5v3sPG16Q,31,18
UC_huoGvQQc8tAh27gR_MdjQ,34,19
UC_oMKGSjJp838-WKqp0phiQ,27,19
UC_pwIXKXNm5KGhdEVzmY60A,36,16
UC_v7EPbixFI6xC5MgCHjo8g,28,9
UC_vz6SvmIkYs1_H3Wv2SKlg,29,22
UC_wCbFZHCh9amfaXXI4yq_g,57,46
UC_z1-SiJKvvBsFb95eT9JwQ,24,19
UC_zEzzq54Rm0iy7lmmZbCIg,52,19
UCa-aGbqYQA8kAJy94v9yKtw,39,18
UCa0oRkEafAO4Otb-_aFXVcA,23,0
UCa2Nr1Qm93k07VuwEXCnrog,9,5
UCa4a-hXHI8bitNXnvyZNzEQ,30,15
UCa5R55NSXiWAZWi9997XYvg,33,19
UCa9siXYE9McabZSTOkhnUtg,21,16
UCaC4prHJ6uWSIKyaEvfU00A,63,32
UCaDBRJTQhIg_QhCkW7SxWGQ,22,22
UCaFGDBmGK_jw66u3av2Ysjw,15,15
UCaGEe4KXZrjou9kQx6ezG2w,105,82
UCaKZDEMDdQc8t6GzFj1_TDw,25,21
UCaONRNFNqn96eE58GD_UylA,30,22
UCaPu3LJBU5w_ghFUMeko-nA,34,29
UCaUz5kEkQCTh29pLJH-gjVw,34,19
UCaWKoo7s6UWWBONZQZUOqRQ,22,15
UCaXkIU1QidjPwiAYu6GcHjg,53,49
UCaZ2jG4qd1vY-Tkwiq9FBlw,34,28
UCa_3ly2XPt-y3tkkEtGfpCw,30,19
UCaaoXEItXBzJJtjvSfXx_CA,27,0
UCad9ZgDkH6Kq7oiM8rkaqAw,34,27
UCafEZMU5s8geb9oIly6xTrg,29,28
UCagiBBx1prefrlsDzDxuA9A,29,26
UCahRghBkidF24RvCXLL4ezA,34,15
UCaiL2GDNpLYH6Wokkk1VNcg,37,28
UCakAg8hC_RFJm4RI3DlD7SA,26,22
UCamdvUq4-BoneYsHZt0Agrw,83,67
UCaqcvH8EvUtePORpN03jLMg,26,22
UCarSZcFQ6-0eqZrAG4pKoMA,97,76
UCavUx5z-IziOIxbsK_Ah7ng,38,34
UCb1GdqUqArXMQ3RS86lqqOw,10,6
UCb2KzMTnUAoPraHjlsagZOg,27,15
UCb57aRZr3KsykS_wNsD5Ptw,80,53
UCb75PJZ4oUf-6ctnDov15aQ,34,0
UCb8vrqP8Z7Oz9ZTYvUtjUHQ,32,26
UCb934vQ6fg1JZQKvkCQ_j-Q,25,17
UCb9A6uotqUiuVCvVp4GMqOg,61,30
UCbAlVnKhbGLK78GsSemQXxw,63,57
UCbAwSkqJ1W_Eg7wr3cp5BUA,29,26
UCbDt6x2bir9DvSc6Lua-Wog,29,14
UCbKWv2x9t6u8yZoB3KcPtnw,29,23
UCbLhGKVY-bJPcawebgtNfbw,35,29
UCbNcr0Zb-BnNrAXb7g9b_GQ,30,25
UCbPSQzSdy20ePVpUyRPdj_A,26,14
UCbRP3c757lWg9M-U7TyEkXA,30,28
UCbVFWdsuYErQacj-X2dth4Q,22,0
UCbW18JZRgko_mOGm5er8Yzg,62,35
UCbXgNpp0jedKWcQiULLbDTA,23,19
UCbY9xX3_jW5c2fjlZVBI4cg,95,84
UCbZyma5GjryWeBnelqIpJGw,27,11
UCb_ilU-RAbFstaVvYrTA5kw,21,13
UCbaGn5VkOVlcRgIWAHcrJKA,35,35
UCbaZa-dV7h9QOLzrzrY363w,30,22
UCbabUTCLH4kSJnoFl5RhbtA,32,27
UCbbXg21dyATWYJAJV2eKUdg,31,1
UCbc3_Q6R6kFvq4o9afJoVdQ,27,7
UCbemw7xLVdqukJJR6qm4AMA,1,1
UCbf760lHTElhPrG4kyI7twQ,34,27
UCbfBFlMglqjaSIIRzTivB2Q,70,49
UCbiGcwDWZjz05njNPrJU7jA,31,27
UCbiNMBd57pgETEFbiDSa4yQ,13,0
UCbjG74k_QkVxYkniXajlXsw,50,7
UCbjgKwnWnGG7sKCPTRgrFcw,19,19
UCbk_QsfaFZG6PdQeCvaYXJQ,31,26
UCblXhdsPTSO63NhHZlNJvUA,28,19
UCbmOgzvvDg60mXGm9t9Ad5Q,90,76
UCbmRS3i-yPQzsz2B5EM43hQ,69,37
UCbmTWHgTCBRHKdzfYVIY6VQ,34,21
UCbpAbeTSSyYoCNSXIFWFSRw,30,23
UCbqcgYtWRNbiRQn179Be59w,15,4
UCbryyDwitBwoTGsfNkTlprw,11,0
UCbskUSc4HGQf6g_cPzq_Rwg,33,19
UCbzxpRCGBvgIdI4PrO-P0mw,37,23
UCc-Yj3lMj3s_n1tqcGIzQ6g,22,17
UCc35WvHmQjLE8NN4Y_ITmUQ,32,28
UCc3Oeyd8Z00K8YrW6I-9v1g,11,5
UCc5dpUKLcZQQaDxMB_nYi5g,35,27
UCc5vZEM1MLUzCrg_aZIJdeA,42,28
UCc6Waxx9PybeXiF_xTx9g6g,31,19
UCc7gpqMnnOSbU_F2-5MVVZw,28,8
UCcIyDrEllzVSGod9djI6y6w,33,4
UCcJQ96WlEhJ0Ve0SLmU310Q,32,28
UCcJcLmalpzHfE5-qNtMujVQ,36,29
UCcJyQ5dihoKAKwk2aRi-CQw,30,27
UCcKwYjeZl4ceDqkH62_DKJw,25,17
UCcLeOkD84a4nIvQYMj6Fw5Q,29,21
UCcNPbOeFo-qM0wpis8Lwdig,23,20
UCcSNcvoslI429tBF8FQAa_w,26,15
UCcW1cNDhM6nSM_Rai4WMHIg,12,0
UCcXPEPxkcJId307kh_0divA,26,15
UCcY_4DFaSXdZk0hKolzIitw,35,11
UCc_M0OhnIMsfDdbS44n-YzQ,24,21
UCc_bMCfOWdFe2jweTBtHhWQ,25,16
UCcaEVV7A47J4k9GFcqOOYkg,31,12
UCcd4iyTC0KkHPgfJmcDY2bw,21,17
UCcf1t1tH-Pp5bmu4hbAytwA,75,69
UCcfVrE3mmeQZ_RN3u5cUECA,27,17
UCchBatdUMZoMfJ3rIzgV84g,63,54
UCchgIh8Tc4sTmBfnMQ5pDdg,34,26
UCchhviX4AbFlBnpJ_0u-caQ,37,3
UCcjVGHwHYVOkuvNEX2UH11Q,26,26
UCck1m7zZdzioiUzqhzpdNPw,66,39
UCckltLEhFLv8Xz_lQhYfwmg,11,1
UCctDQlR34dhq8p3vSKfh8dg,124,20
UCcvczmsieHPRsrpc3v7GUmg,29,24
UCcyOI2xMEfK940Tgwzb2VHg,25,19
UCczR_7pZca8dAljwZCemXZQ,20,18
UCczVGEKd7mlIaEenCdbH93w,34,27
UCd-3yWPyqe1uzAqJcppUWHQ,57,26
UCd-swDW3HCs4LTZhq8Cf7Fg,33,29
UCd15dSPPT-EhTXekA7_UNAQ,58,37
UCd16q6IUlZtKWhqnt3gKmuw,30,27
UCd2KNtfphz8HvYzM4pwtHmg,28,25
UCd4t3EEUy0LUOM4MTdjpNHA,35,31
UCd5hdemikI6GxwGKhJCwzww,118,91
UCd6MoB9NC6uYN2grvUNT-Zg,65,56
UCdA2SVgIp0OPs0-18htMPXA,37,32
UCdABA6CLwAZ5ef_QoqbI60w,35,26
UCdAdcNyKD-OXAVjexM4RJ7w,31,25
UCdJfRd1KqFBzVsJn9tC-JOA,30,23
UCdLIM09vCWUHsvUCmIRnLZA,34,25
UCdLS3nqRXp4lf1DYFm53UEw,4,0
UCdSa5ypKUP3tMUVD2P1Ha5A,42,12
UCdUD6racxisHiSX9iWFcuug,31,28
UCdUl_bahs2CptEdW0us2TRA,128,82
UCdXiwzRdQhVkKWxuUdWG8Cg,35,15
UCdclVw08N6Hyqo3PEr5fx2w,30,17
UCdfbgAEwn8tRpseFOaS2NZQ,37,8
UCdi8yQBdBfn1ECu3ayH_TnA,77,44
UCdl3ece6ZfQwsiLbMnh2bCw,218,187
UCdmEIMC3LBil4o0tjaTbj0w,89,75
UCdngmbVKX1Tgre699-XLlUA,68,53
UCdoadna9HFHsxXWhafhNvKw,9,8
UCdpHK9wCO75Pw7kxTfAxoEg,30,24
UCdqFIax7iWc7_fm4-_7pRRw,27,5
UCduf5_5FnIptzDMBJ75ttFQ,62,44
UCdvBex6r_1-i8Sut-mCy2Jw,6,4
UCe02lGcO-ahAURWuxAJnjdA,34,31
UCe038r93Ei2Uq2vHdTArmkw,39,3
UCe1KxviEvkGbkTAcaw6F6-w,32,26
UCe3qto8hTcjXeTEDqngqXVA,33,10
UCe4TiRe3lU6kGVr9S3_2SCA,276,236
UCe52oeb7Xv_KaJsEzcKXJJg,31,21
UCe7AsLJPq-tCqIk6nLtNMQA,33,19
UCeGa-vSdaxefW7sWtkV_K6A,32,10
UCeGvn22v6BDVnE4wRePB59w,23,13
UCeJDMiXb139qrWQxMayqmmg,30,2
UCeJFgNahi--FKs0oJyeRDEw,30,27
UCeOoUjlLiP5qKBozcdIjnGA,2,0
UCeP0-mA85a1UM05qFMub7Ow,26,17
UCeRjueZ0Fud9wumh5T8aU5A,27,2
UCeTDBdYwXw00Euml00SAOrg,7,1
UCeVb1p9-ZgbuNCDpITSfxVQ,65,40
UCeY0bbntWzzVIaj2z3QigXg,218,195
UCeYUHG6o0YguM-g23htdsSw,2,2
UCecAIXPb5KTJz5BFnUzlTaA,27,24
UCedhmYxrEunepeet06l7veQ,31,16
UCejVe2sNPjjvfCXg35q_EQQ,170,127
UCekG9LXAsu0F1TW12oe5qAA,31,10
UCelOyySQMezOEo5DfWk-0dw,26,15
UCenjunBhBhvKjfDAESnoppw,28,20
UCeoU2maQX8JiQ9DTuhOVz5g,21,16
UCepf2rSJI7XMvSN4iP5Wf8g,39,10
UCet0ZrYmw-V_hsGPb7KsiOQ,442,341
UCet_y01v87pE7MPGikjTQQw,28,12
UCew4GaVjAsE5Pxrvf9vAimw,20,16
UCewp2wR1WQK80rBjCxyLmuA,36,24
UCf1jN421MvkLJGO0a8SKe5A,30,25
UCf4iKXL_SJQ5d0qsKkboRRQ,59,55
UCf6_sB2Wl1qHMA9xgCQoB0A,27,0
UCfAfMATkdp1kClTEENP1oqg,57,46
UCfCC_V-j9nmTSHFNX7B28DA,1,0
UCfJT_eYDTmDE-ovKaxVE1ig,30,26
UCfJrdVVcWZMHLC--a4ovLLQ,43,40
UCfK_cpbu5KOoF6qOOQ-vZgA,7,0
UCfQ3dJMtQxPdsR7yLoJR91Q,27,13
UCfQk5qGOEO5cPPDFlQe2lFQ,22,20
UCfT1UNfPy_MVtQ-FYpaaoRw,29,0
UCfYHvYyFICHwHVO9lHwmiig,28,4
UCfZGWKJI5wT81Nsb_VOUlhQ,30,23
UCf_6wNttvdZzV6Y9w-HX32g,30,14
UCfbqdAYRKCKS3okHg8VhpIQ,31,22
UCfdI5E2F4r-rvwdqSy3vdbg,25,16
UCfdNM3NAhaBOXCafH7krzrA,33,29
UCflPux62TDLc_SiRsLZYIGA,27,23
UCfnEmDUWC4m0k-tDDGVM2Uw,27,22
UCfpC0sas2CVEs2ua1SwSGLA,12,2
UCfpQNRZUpg1S7TePCrDlBXA,29,22
UCfp_ObeA877WJcsrQ2zKyyw,30,0
UCfptHH9wJ0ZwUOF0uJcZw2w,23,10
UCfqI4vaaO70rqTFkESj99nQ,24,22
UCfrREf-q6PbTxNgsB5XAp6A,25,11
UCfrd3BAfIxnQurW6onoaY1Q,20,17
UCftwRNsjfRo08xYE31tkiyw,153,136
UCfu4y0dhh8STmiQyvfk4t4w,34,30
UCfwE_ODI1YTbdjkzuSi1Nag,63,61
UCfxNjlPAfbtKe9u0c6mhOHg,26,19
UCfzP_CiebRdveD9rRZv5Ndw,13,13
UCfzdwrvkTuoBqQDpQVC8gpg,32,28
UCg6b--eTCc1ozV92IOaNvVQ,27,24
UCg72Hd6UZAgPBAUZplnmPMQ,24,17
UCg82O1dADLORJsVPUTSOwGA,69,1
UCg8xaLuLPSqDki04Ulo2ywg,28,20
UCgBmZT8C8GdSPDTKmpZFZfg,34,34
UCgCnU-BQNJJJhKbc-oBMpHQ,6,2
UCgF4BmTIR27laD-8HQK0HZw,24,8
UCgFDGnuxli7vIPpj99xCbpQ,30,23
UCgFP46yVT-GG4o1TgXn-04Q,26,23
UCgJTEV-nL2oEp1PxPRN9Ghg,26,14
UCgJgDI5G8PaaVOrLd0Z_Cxg,102,85
UCgKEvLp8DXCTMq4QY6wW7bw,38,1
UCgKkNPU2Ib7_TcyAl8M2S-w,24,13
UCgPeJSMnI75Px4p5sZeIOcg,36,9
UCgRQ1rabw6ai7eRCgQFOoHw,4,0
UCgV-hgprraRb071mumQFw2g,27,4
UCgV0XiAesMW_-P4nkvMdVSw,26,25
UCg_2rtTN4Mk0xQiSUg4VnAg,28,7
UCgaAi6NU71GB0qFp576NSVw,25,9
UCgaw0t5Elj8qIlnjvnBImrw,17,2
UCgb5Cb71XvKXT5V1d2ORVmg,33,26
UCgbM6dslSl_h_UaU3E32tgQ,61,50
UCgbyN_o-Guwpyqfuuz3pyIw,36,31
UCgdVzGujDgKTYPUuia2R0bA,37,24
UCggQRXA6kODeQ16RlAmihbQ,26,11
UCgjFPVezDdWXv6FiYDFIsow,20,19
UCglXlpWjIi95auM3umWWLdw,25,8
UCgmPnx-EEeOrZSg5Tiw7ZRQ,31,19
UCgrHMffytDYdZlvVCuw8peQ,29,25
UCgsTgyATKBhaRzh69swGdIQ,27,16
UCgsX_O4_Zc7lkvVuQ-BpUCw,31,26
UCgyHfURgVpfPzn1n1jSVTRQ,25,0
UCgzDCYjPojwbyQCUQLAMCuA,18,6
UCh-GXxkUCFItAvmkTlbnPTw,134,85
UCh2pESyYhs7ffFE6w9i_zzg,27,7
UCh3Rpsdv1fxefE0ZcKBaNcQ,149,100
UCh3dLwn4Y8K3EaRKcaJthnw,31,28
UCh57HG76EOOhl_pmJTXhblw,36,27
UCh6KFtW4a4Ozr81GI1cxaBQ,28,25
UCh8IuVJvRdporrHi-I9H7Vw,62,53
UCh9IfI45mmk59eDvSWtuuhQ,64,51
UChBEbMKI1eCcejTtmI32UEw,25,21
UChBMeMPvsKA-M3QLgEriwhg,11,8
UChBVf9YnourrEDTsbbwJPRA,17,16
UChC_apOWk6MSl03byUiVZRQ,55,47
UChDKyKQ59fYz3JO2fl0Z6sg,44,41
UChED8xs4xz2In2UhClxkQ4A,6,5
UChI-cTok8fJePnryAd0mTvQ,29,23
UChJr8gb-lKSt_xgSUX-e98Q,33,32
UChLtXXpo4Ge1ReTEboVvTDg,31,27
UChPRO1CB_Hvd0TvKRU62iSQ,33,26
UChQEdt9dBiCkcCch6LyrjtA,71,22
UChSciKtfmRO5YsjZ0MQYMcg,30,22
UChWfNxxWaBeoD7ip-EMwN1Q,39,16
UChX2haJZZJOtIIrdqLPvQWA,30,0
UChY_9WJx0saa0St48lSdytQ,38,37
UChZTy8gPA5do3YXLbF0JG-Q,25,1
UChbVeRtv-cDsM9-PO4Mxltw,35,1
UChdlb6PNmNiv3KlfiMMsoiA,99,80
UChf6xi1WL27OEqLp3wu0q8Q,36,24
UChh3WEYwnNgo34KifbWuLZQ,24,18
UChlT7gVbt6l0C2Q_DLlU4cg,31,22
UChneGqGy_lmvfcR1v_avL6g,18,4
UChpleBmo18P08aKCIgti38g,23,23
UChvK5pQeF9_Ar6XR4ttc8Ww,9,1
UChz9LmLfA1Q2SCx32fYw-Og,35,26
UCi22AHGFBBUmdykTf8AMMfg,10,8
UCi3SR4l-4eX54WYyheuSkXw,8,1
UCi7GJNg51C3jgmYTUwqoUXA,25,18
UCi7Zk9baY1tvdlgxIML8MXg,11,9
UCi7wDE2ZTiR5QYYrUY5WhtA,30,29
UCi8e0iOVk1fEOogdfu4YgfA,30,16
UCi9SqUCnW_flgsrl6_PRJFQ,31,27
UCiDYojuf-S9wwMs98aUGbJw,30,29
UCiJUp_NBW2D_UMQIvq2nlPg,35,26
UCiJcM95iuhvQoGkmz30eV1w,29,1
UCiMbglOfIEtT4-4EY-Ruf5Q,32,0
UCiN4rF5XL_fKYOZkGKtdaMQ,24,18
UCiNFWM5vl3Jyn3NBXxOX7dw,1,0
UCiQLg9dp-ui4YzBWrce9Dsg,32,12
UCiQadjXDPqZPwIX4EXAG8OQ,12,6
UCiVm8XcbwS8-pcDEa5lFXIA,27,18
UCiWLfSweyRNmLpgEHekhoAg,28,28
UCiZ2z8F8ilr6SC7lOaxAQ4g,68,55
UCiZC4ppUa90nhv4b4-WiZ5A,31,15
UCi_iNBqvBJJ3oT2oroRdZrg,40,32
UCidiEXdWtuFT6DH3RYiUs3w,55,1
UCifnFdTYxNT-3WZo5krqGLQ,24,7
UCisy6taOAeLfyaCqcMQDfig,89,76
UCixD9UbKvDxzGNiPC_fgHyA,23,16
UCj0sKQk9qjiIfNH22ZBWpxw,123,55
UCj3EXpr5v35g3peVWnVLoew,29,21
UCj4sx4C9ImPJpACdoKW0OtQ,40,18
UCj4vWvd9COCwHgS82TrrPlA,30,20
UCj5K5MThs1DpTWIG6AOVPBw,22,22
UCj7S40KeV1AHEz9CEGNJ34w,32,13
UCjBktdjpQkkf7BHsgISs55w,1,1
UCjD_dIlYBil51LU42cl3EkA,25,19
UCjE9oosITb_DAI8EMcsQ5TA,32,13
UCjElJyiXmQXnWmceQ1JyKrA,29,7
UCjHWv2DU5-HLpogAAr386DQ,29,22
UCjJHHCyCSX02-LGlEr1BKLA,37,24
UCjLKJaDRNAeM0QhfK1yBibg,40,30
UCjWgFEwDOOTVQgVo1yZ8-5A,36,30
UCjZ2GbB_-JHFLKUZAn7jDjg,21,0
UCja8sZ2T4ylIqjggA1Zuukg,36,31
UCjcQ8xYMDg_4-dgKQoHrNmg,25,8
UCjmJDM5pRKbUlVIzDYYWb6g,24,18
UCjo1uN-aM3rmBV46xj7l2KA,32,31
UCjoQwR3riT9mNSwC5A6kRgA,21,18
UCjtUS7-SZTi6pXjUbzGHQCg,41,39
UCjtpP3jb9LOpbGxdNQhk3Qg,12,10
UCjwlodArwCSio3JCWUOK9Mg,27,14
UCjxAUYz6RxbcCYlNZnZcwKQ,26,23
UCjzi56cxvmEDwjo1Bd2Yxpg,51,48
UCk-KURTfguuNATLwmgIk5AQ,36,12
UCk19iYDCu8aV_KTDdELiucw,12,4
UCk1HnZpqA3HDHkiAbMnGFaA,27,14
UCk5TtU79zpTNmQrSUUIm25A,34,14
UCk6ONJlPzjw3DohAeMSgsng,1,0
UCk7DcAEWN8dna2A_KYSSslQ,95,67
UCkBmM3F-oX8YfyfBpc9yKJg,34,31
UCkEfuaP1jl_8M0eOcia9WmA,16,15
UCkGaVPpI3NRWogWB54GxO8g,31,16
